"chamber","state","siteid","stream","year","month","date","processname","process","blanktype","chamber_size","origilsubstrate","substrate","test","amended_unamended","blank_not","air_not","light_dark","surface_area","temp_initial","temp_final","hour_rate","mean_blank_rate","mean_blank_rate_NAzero","correctedflux","correctedflux_nonegs"
"G5","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Light",0.019554671,10.9,12.3,0,0,0,0,0
"F10","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Light",0.018661983,14.8,17.5,0.0297251489,0,0,44.5989136952917,44.5989136952917
"F7","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Light",0.018988132,14.7,17.5,0,0,0,0,0
"G4","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Light",0.01879712,15.1,18,0,0,0,0,0
"G7","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Light",0.017545798,15.7,18.3,-0.02816004433,0,0,-44.938465679361,0
"F12","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Light",0.017417158,15.3,17.6,0,0,0,0,0
"F8","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Light",0.016818134,14.5,17.4,-0.4143125934,0,0,-689.776441024908,0
"G6","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Light",0.016517973,15.3,18.6,-0.0306034175,0,0,-51.8765643944327,0
"G8","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Light",0.016897398,15.8,18.3,0,0,0,0,0
"C1","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Light",0.01475191,23.9,27,0,0.03569238353,0.03569238353,-67.7462605750713,0
"C4","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Light",0.02369528,24.2,27.1,0,0.03569238353,0.03569238353,-42.1766165599225,0
"D5","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Light",0.02125868,21.3,24,-0.01206341289,0,0,-15.888830393985,0
"D8","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Light",0.02033906,21.4,23.8,0,0,0,0,0
"D9","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Light",0.02068621,21.5,24.1,-0.0212485274,0,0,-28.7611296221009,0
"D10","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Light",0.02105563,21.4,24.1,0,-0.01703204542,-0.01703204542,22.6493945685786,22.6493945685786
"D11","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Light",0.02131108,21.4,24.1,0.08795225407,-0.01703204542,-0.01703204542,137.935777338361,137.935777338361
"D12","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Light",0.02082769,21.5,24.5,0,-0.01703204542,-0.01703204542,22.8972714573724,22.8972714573724
"D4","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.021415234,22.2,23.1,0.02398674897,-0.05502829255,-0.05502829255,103.31062282859,103.31062282859
"D5","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.021542129,22.2,23.2,0,-0.05502829255,-0.05502829255,71.5246014634858,71.5246014634858
"F1","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.020919426,22.3,23.1,0,-0.05502829255,-0.05502829255,73.6536552867177,73.6536552867177
"D10","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.018955818,22.3,23.1,0,0,0,0,0
"D9","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.016820836,22.3,23.1,0,0,0,0,0
"F6","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.015215674,22.3,23.2,0,0,0,0,0
"D12","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.016184979,19,20.2,0.0857895189,0,0,148.415795238289,148.415795238289
"D6","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.018679907,18.9,20.1,-0.02503907273,0,0,-37.5319875222077,0
"F6","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.024586882,19,20.3,0,0,0,0,0
"D11","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.015890612,19,20.1,0.1915132667,0,0,337.455314345351,337.455314345351
"F1","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.017425248,19.1,20.3,0,0,0,0,0
"F4","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.016576161,19.1,20.4,0,0,0,0,0
"D3","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.015239963,19.8,20.2,-0.05476233152,NA,0,-100.613451788564,0
"D5","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.016938119,19.7,20.2,0.01725286373,NA,0,28.5202969963784,28.5202969963784
"F1","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.014157882,19.2,20,0,NA,0,0,0
"D9","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.019357662,20.5,20.1,0,-0.02150276712,-0.02150276712,31.1027994682416,31.1027994682416
"F4","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.01400123,20.4,20,0,-0.02150276712,-0.02150276712,43.0017562285599,43.0017562285599
"F6","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.019057523,20.3,20.2,-0.03052707895,-0.02150276712,-0.02150276712,-13.2588443545365,0
"D6","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.015887529,18.4,20.4,0,-0.06262800131,-0.06262800131,110.374875581974,110.374875581974
"D7","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.010255471,18.1,20.6,-0.01478062026,-0.06262800131,-0.06262800131,130.635313521924,130.635313521924
"D9","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.012154992,18.8,20.3,0,0,0,0,0
"F2","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.009871688,19.1,21.1,-0.02867098991,0,0,-81.3222335916613,0
"D9","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.017950144,23.6,23.8,8.972920911,0.03101785196,0.03101785196,13948.2605628746,13948.2605628746
"F1","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.026952909,23.5,23.9,1.590041891,0.03101785196,0.03101785196,1619.59041575512,1619.59041575512
"D10","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.017973881,23.7,23.8,0.01565118717,-0.01437541057,-0.01437541057,46.7759153807683,46.7759153807683
"D11","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.022582738,23.7,23.8,0.02213625942,-0.01437541057,-0.01437541057,45.2702750091685,45.2702750091685
"D6","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.019231199,22.2,22.4,0,0,0,0,0
"D9","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.017748154,22.7,22.9,0.5823145404,0,0,918.676225775368,918.676225775368
"F6","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.021491077,22.6,22.8,0.1335144322,0,0,173.95145443851,173.95145443851
"D10","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.013713591,22.9,22.9,0.008535443933,0,0,17.4274141706574,17.4274141706574
"D11","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.026668658,22.6,23.1,0,0,0,0,0
"F5","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.019134422,22.7,22.9,0.07564695348,0,0,110.696560232653,110.696560232653
"D1","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.02153569,14.6,17,-0.05408003825,-0.1735664615,-0.1735664615,155.352340742275,155.352340742275
"D8","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.018351029,14.2,17.7,0,-0.1735664615,-0.1735664615,264.827706500818,264.827706500818
"D11","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.017137825,15.5,17.8,0.1887161162,0,0,308.326829898193,308.326829898193
"D9","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.026003445,15.8,17.8,0,0,0,0,0
"D2","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.013853343,25.7,28.1,1.19047456,0,0,2406.15479455031,2406.15479455031
"D4","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.013054998,25.7,28.7,0.1157809514,0,0,248.323794396598,248.323794396598
"D1","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.017957658,26,28.7,0,0,0,0,0
"D8","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.016545201,26.3,28.9,0,0,0,0,0
"D1","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.016607708,22.3,23,0,0,0,0,0
"D9","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.017665305,22.2,23.3,0,0,0,0,0
"F5","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.0224179,22.2,23.4,0,0,0,0,0
"D2","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.019820061,22.5,23.1,-3.020817919,0.13918978,0.13918978,-4464.17473548644,0
"D3","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_unamended","denitrification","large Rock","large","rock","Rock","DU","unamended","not","not","Dark",0.019962481,22.4,22.9,0.03176638078,0.13918978,0.13918978,-150.675418459259,0
"F3","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.022779224,22.3,23.3,-0.1155513307,0.13918978,0.13918978,-313.125289061647,0
"C9","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.016862882,14.9,18.4,0.2896106701,NA,0,480.884510892029,480.884510892029
"G3","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.017656548,15.5,18.6,-0.5317668814,NA,0,-843.283334839856,0
"G4","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.01793408,16.1,19.8,-0.3525720357,NA,0,-550.461300473735,0
"C5","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.019114532,15.2,17.6,-2.505448755,NA,0,-3670.11680641723,0
"C6","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_unamended","denitrification","large Rock","large","Rock","Rock","DU","unamended","not","not","Dark",0.016164658,15.1,17.7,-3.472535965,NA,0,-6015.03644679646,0
"C6","WA","Martha Creek 2019-08-06","Martha Creek",2019,"August",2019-08-06,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.020812608,15.6,18.3,-1.867198174,-0.4089536579,-0.4089536579,-1961.83229179159,0
"C7","WA","Martha Creek 2019-08-06","Martha Creek",2019,"August",2019-08-06,"denitrification_amended","denitrification","large Rock","large","Rock","Rock","DA","amended","not","not","Dark",0.014381562,16,18.2,-1.026749877,-0.4089536579,-0.4089536579,-1202.81052467041,0
